1817473;1;1961;10585;9
1817474;1;1961;6462;6
1818423;0;1964;7146;7
1818425;0;1973;15592;23
1818426;0;1978;7046;8
1823252;1;1962;14333;13
1828060;0;1964;7146;7
1828062;0;1969;13966;13
1828063;0;1963;7000;7
1828064;0;1969;7684;8
1828065;0;1977;9206;8
1836183;1;1953;10631;10
1836184;1;1970;9278;10
1836185;1;1976;6608;6
1836186;1;1966;18527;17
1836187;1;1969;7219;7
1836188;1;1973;7000;7
1836189;1;1972;12292;10
1836542;1;1971;10957;8
1836544;1;1967;7000;7
1856682;0;1984;12034;9
1856683;1;1974;6069;6
1863448;1;1981;69554;85
1864343;1;1968;7301;7
1864344;1;1970;10850;11
1873195;0;1966;14065;10
1893597;1;1971;23312;18
1922563;1;1967;66913;64
1929771;0;1957;2482;2
1946566;1;1978;11569;11
1953470;1;1961;48033;49
1953477;1;1964;45942;47
1957833;0;1987;20093;14
1972394;0;1982;31561;23
1972395;1;1979;17089;12
1972396;1;1977;15478;12
1972397;0;1975;43962;37
1972398;1;1979;8107;7
1972399;1;1981;29711;24
1972400;1;1973;24570;20
1972401;0;1981;24614;18
1972402;0;1977;19753;16
1972403;1;1978;16252;12
1972404;0;1981;47810;48
1972405;1;1976;21975;15
1972406;0;1981;29430;23
1972407;1;1982;25049;15
1972408;1;1979;10580;7
1972409;1;1977;23938;16
1972410;0;1986;18566;14
1972411;1;1981;33200;28
1972412;0;1980;28634;28
1972413;0;1979;22741;16
1972414;1;1981;28466;22
1972415;1;1981;16790;10
1972416;0;1984;24985;16
1972417;0;1984;33554;26
1972625;1;1977;21246;20
1993416;1;1968;15669;12
1997843;1;1976;99836;103
2023440;1;1978;70474;68
2023447;1;1976;75592;64
2024055;1;1973;87885;69
2033491;1;1972;30999;30
2038562;1;1980;9627;9
2038563;1;1967;28803;33
2044438;1;1985;7593;6
2061077;1;1982;20098;34
2062545;0;1962;63933;53
2068597;1;1978;13844;10
2074249;0;1978;34369;31
2089029;0;1963;36169;26
2090649;1;1969;41785;33
2097547;0;1970;5768;6
2100981;1;1963;168907;147
2100982;1;1971;95861;78
2105053;1;1969;14774;10
2133410;0;1957;13214;10
2137458;1;1986;9103;6
2147136;1;1983;43467;35
2147189;1;1974;23866;28
2147190;1;1969;50943;50
2159560;0;1974;6955;6
2210963;1;1980;12840;9
2248323;1;1960;402711;311
2261563;1;1963;81532;69
2265594;0;1957;8115;5
2265595;1;1955;13473;11
2265596;1;1955;8225;7
2265597;1;1977;6157;5
2281040;1;1969;10245;14
2303302;1;1965;8954;7
2318043;0;1982;9180;8
2354375;1;1971;13741;11
2361856;1;1969;11686;8
2396463;1;1960;3595;3
2396464;1;1974;3595;3
2396465;0;1970;7443;7
2396466;0;1971;3595;3
2396467;1;1967;7443;7
2396468;1;1970;5249;4
2396469;0;1973;3595;3
2396470;1;1962;13956;14
2396471;0;1985;17114;17
2396472;0;1977;7388;5
2396473;1;1971;13478;12
2396474;1;1968;3595;3
2396475;1;1972;9295;9
2396476;1;1972;20871;20
2396477;1;1962;3595;3
2396478;0;1971;3595;3
2396479;0;1993;3595;3
2396480;0;1963;3595;3
2396481;1;1969;10744;8
2396482;1;1970;3595;3
2396483;1;1976;8445;8
2396484;0;1971;3595;3
2396485;1;1971;6815;7
2396486;1;1966;3595;3
2413953;0;1995;3826;3
2424053;0;1970;5125;5
2424054;0;1974;3451;3
2424055;1;1975;2836;2
2424056;1;1974;3451;3
2424057;1;1959;5805;5
2424058;0;1959;3451;3
2424059;0;1960;9247;7
2424060;0;1976;3451;3
2424061;1;1978;4904;4
2424062;0;1973;8480;6
2424063;1;1978;10689;10
2424064;0;1977;6316;5
2424065;1;1976;5382;4
2424066;1;1978;5805;5
2424067;1;1960;6150;6
2424068;0;1977;8496;6
2424069;0;1972;5236;4
2432401;0;1988;66025;54
2432402;1;1968;7030;8
2454681;1;1971;16266;14
2464771;1;1971;17452;37
2475757;1;1961;14747;11
2481882;0;1984;6117;6
2521406;1;1971;21384;25
2537875;1;1975;14994;11
2544456;1;1977;13027;14
2544457;1;1973;5056;6
2544458;1;1969;3368;4
2544459;1;1968;14058;14
2544460;1;1969;12927;14
2544461;1;1951;9046;10
2544462;1;1979;7030;8
2544463;1;1964;11786;12
2544464;1;1978;15704;15
2544465;1;1970;16894;17
2544466;1;1956;8265;9
2544467;1;1966;19677;19
2544468;1;1964;27040;20
2544469;1;1960;17901;18
2544470;1;1973;5056;6
2559513;1;1947;6708;8
2565617;1;1969;6461;7
2565618;1;1977;7073;7
2577393;1;1973;5996;6
2577394;1;1965;12244;8
2591448;1;1980;8504;10
2658934;1;1975;3049;3
2658935;1;1976;8853;7
2661016;0;1971;86106;65
2661504;0;1987;4122;3
2664127;1;1970;6930;11
2688848;1;1977;36991;30
2692886;1;1956;13292;13
2699555;1;1967;7747;7
2722592;0;1977;15047;12
2732500;0;1970;13656;12
2791825;1;1965;33139;24
2885639;1;1952;131126;117
2927560;0;1968;3522;3
2954961;1;1984;14463;9
2979430;1;1967;39289;33
3005211;0;1968;22234;11
3140506;0;1965;28081;23
3200382;0;1978;7960;7
3207602;1;1963;3776;4
3230069;1;1975;13017;22
3234434;1;1949;34058;42
3258349;0;1970;6777;8
3264521;1;1977;24413;21
3266502;1;1974;5752;10
3272197;1;1966;41727;41
3273100;1;1971;6484;7
3273465;1;1964;90345;77
3399720;1;1980;13134;10
3448859;1;1972;146472;128
3452940;0;1972;8699;9
3486692;1;1973;19820;16
3534648;0;1976;7023;7
3534649;1;1977;14750;11
3560188;1;1964;28190;22
3581157;1;1965;19688;14
3597696;0;1972;10109;9
3600675;1;1966;35398;30
3630116;0;1977;79911;55
3636564;1;1954;148152;136
3658113;1;1982;18126;10
3683783;1;1964;25110;22
3683784;1;1963;68072;55
3683785;1;1973;91855;79
3683786;1;1968;41706;37
3683787;1;1961;13730;14
3721939;1;1965;11149;9
3721942;0;1982;8433;7
3721944;0;1980;8433;7
3721946;0;1978;10063;9
3721947;1;1965;17698;17
3735664;1;1979;21959;15
3757683;0;1957;8433;7
3757685;1;1972;11149;9
3773867;0;1967;24422;23
3773868;1;1969;141439;115
3773869;1;1965;127037;96
3773870;1;1968;49076;42
3773871;1;1971;32903;30
3776931;0;1978;7073;7
3786659;0;1975;11923;10
3786662;1;1975;9791;8
3786664;1;1961;9539;7
3793592;0;1964;31294;24
3803024;1;1956;3808;5
3819286;0;1962;109153;95
3838298;0;1946;18121;22
3838299;1;1946;30393;39
3849011;1;1959;24227;23
3865850;1;1976;19470;16
3881026;0;1982;6938;7
3887350;0;1969;11512;11
3893065;1;1969;17683;12
3893066;1;1962;21180;12
3893067;1;1953;34397;24
3898319;1;1961;34873;37
3898320;1;1970;18156;16
3898323;1;1973;13979;13
3898324;1;1963;22036;20
3912655;1;1962;5762;14
3949132;0;1974;29377;22
3960614;1;1965;120998;106
3978943;1;1982;7125;7
3981513;1;1982;32057;21
4041693;1;1957;50220;46
4052903;1;1970;12183;18
4069239;1;1963;8614;6
4070120;1;1952;5009;5
4072841;0;1964;15261;13
4103820;1;1985;16028;14
4103821;1;1970;31188;21
4135323;1;1988;4094;4
4169846;1;1971;63728;74
4202915;1;1963;205805;186
4238227;0;1956;124526;112
4304244;1;1954;24435;16
4333429;1;1973;10482;8
4339793;1;1969;30831;27
4348312;0;1978;13427;18
4377009;1;1957;31877;23
4406771;0;1977;7923;16
4429034;0;1983;19186;16
4446567;0;1963;13076;10
4446576;0;1978;13076;10
4454163;1;1969;9340;11
4501142;1;1958;22795;19
4509216;0;1975;6109;5
4517743;1;1976;4663;3
4526526;1;1976;12454;20
4544209;0;1963;15599;14
4554909;0;1988;43106;35
4566151;1;1969;22652;20
4570358;0;1977;4304;3
4577915;1;1970;68760;46
4579965;0;1955;5560;7
4582185;0;1972;11350;8
4582186;0;1973;9984;8
4582187;1;1975;13032;12
4582188;0;1940;2310;2
4582189;0;1965;13692;14
4582190;0;1970;9856;8
4582191;0;1968;9064;11
4582192;0;1969;7456;6
4582193;1;1996;7127;5
4582194;0;1972;11946;14
4582195;0;1971;10014;12
4582196;1;1995;2310;2
4582197;0;1970;7276;8
4582198;1;1969;2310;2
4599226;0;1979;6890;6
4609843;0;1972;4043;6
4651839;0;1980;4814;4
4666276;1;1984;6519;5
4674957;1;1958;10408;10
4702343;0;1981;10271;8
4708244;0;1973;12508;10
4713927;1;1956;89698;86
4730817;1;1968;11445;10
4733514;0;1972;33886;43
4745692;0;1987;80187;66
4757359;0;1961;15423;14
4784132;1;1972;23432;16
4799666;1;1976;81058;61
4811112;1;1972;19378;15
4814568;0;1954;5516;8
4822663;1;1981;6264;11
4836230;1;1969;24847;16
4842970;1;1984;7124;8
4869743;1;1965;16594;18
4869744;1;1968;43347;42
4869745;0;1963;91471;80
4885992;1;1962;48663;49
4895274;1;1966;20761;16
4906535;1;1966;11834;16
4907986;0;1947;12839;11
4968508;1;1968;18969;21
4974104;1;1962;71770;60
5006171;1;1986;10909;9
5006172;0;1965;8296;6
5006173;0;1979;12275;9
5006174;1;1975;10725;9
5006175;0;1984;10863;9
5006176;0;1963;13643;12
5006177;0;1977;8433;7
5006178;0;1973;11098;9
5006179;1;1977;9539;7
5006180;0;1979;11215;9
5006181;1;1977;12079;11
5006182;1;1978;6424;4
5006380;1;1961;63102;52
5040767;0;1977;8643;10
5082207;1;1967;2670;3
5087985;0;1975;9187;9
5093520;0;1981;40336;25
5093876;0;1985;19555;17
5122917;1;1959;11504;10
5181495;1;1966;14578;12
5188065;1;1982;8012;7
5220145;0;1980;3036;2
5220808;0;1971;15980;15
5229784;0;1982;5136;6
5236578;0;1998;8310;10
5252675;1;1980;7428;5
5272402;0;1970;8790;7
5298502;0;1948;7773;5
5300583;0;1940;6602;4
5313171;1;1987;10984;7
5318916;1;1952;97865;86
5334267;0;1985;6782;6
5390074;0;1969;24613;20
5392715;1;1967;15309;20
5414415;1;1966;5516;4
5442816;1;1985;19512;13
5453561;1;1970;48977;43
5483805;1;1955;22335;18
5486215;1;1984;43240;32
5495167;0;1982;56274;29
5519743;1;1986;6176;4
5566061;0;1973;10483;9
5569086;1;1963;11209;11
5579472;1;1951;15448;18
5583296;1;1973;50187;32
5670307;1;1983;13113;7
5681889;1;1973;60040;39
5686658;1;1955;12786;6
5686660;0;1967;23258;12
5706619;1;1970;65219;46
5710531;0;1977;35548;31
5725542;1;1960;168741;158
5727740;1;1957;7522;5
5744831;1;1963;25298;18
5823426;1;1970;12675;11
5830935;1;1981;27667;15
5854857;0;1987;5778;5
5874232;0;1986;14478;8
5889469;0;1964;126423;103
5927345;0;1980;13816;6
5938476;1;1942;6988;6
5953211;0;1965;9117;7
5953212;1;1966;14976;13
5957854;0;1968;16121;12
5990126;1;1941;26160;32
6016448;1;1974;5805;4
6037984;0;1984;20184;20
6049921;1;1972;30861;31
6067753;1;1983;4654;5
6129631;1;1973;20221;40
6158892;1;1969;6463;5
6179996;0;1967;9897;11
6219315;1;1985;9799;10
6230794;0;1979;4819;4
6242450;1;1965;10482;8
6260365;0;1981;9245;9
6274186;0;1980;46188;40
6285606;0;1977;21729;16
6287092;0;1972;18263;19
6295024;1;1973;45716;35
6324103;1;1982;12416;12
6343432;1;1963;12920;10
6352937;1;1965;35470;29
6359983;0;1971;5694;3
6365947;1;1972;10395;10
6391526;0;1984;32923;31
6415812;1;1977;21360;14
6453162;1;1963;17438;13
6453571;1;1973;9791;9
6454528;1;1983;11894;17
6455841;0;1978;3292;4
6458945;0;1963;19109;23
6484984;0;1970;10186;11
6488031;0;1988;26567;25
6506446;1;1960;10466;8
6510698;0;1976;14305;8
6511364;1;1970;8077;8
6529143;1;1968;6724;6
6569407;0;1968;22706;22
6584788;1;1982;31225;27
6588701;1;1987;9766;7
6612012;0;1963;9264;4
6658293;1;1965;20208;17
6677669;1;1963;73446;67
6710787;0;1986;68306;45
6738472;1;1977;5308;9
6743752;0;1969;58250;53
6749055;1;1954;11842;8
6766150;1;1963;2929;3
6766449;0;1984;10716;20
6783515;0;1955;8942;8
6785992;1;1966;34115;30
6829033;1;1972;6274;8
6873526;1;1968;20832;24
6877930;1;1974;25486;16
6880348;1;1968;77509;67
6896994;1;1961;56096;68
6896995;1;1965;25859;27
6926121;1;1957;51464;50
6946690;1;1968;14315;11
6972688;0;1984;14550;7
7051430;1;1964;15408;14
7064866;1;1970;42719;37
7067005;0;1954;13424;10
7181590;1;1973;21986;10
7190452;1;1975;59220;78
7225977;1;1975;14593;12
7241934;0;1979;23070;19
7247447;1;1967;20002;12
7254908;1;1974;2204;3
7254922;0;1979;3528;5
7276402;1;1969;9759;8
7298853;0;1973;17784;8
7340425;1;1982;8630;11
7347995;1;1982;27558;19
7431028;0;1969;13890;10
7439488;1;1978;4862;6
7448522;1;1952;33516;33
7466806;1;1968;12722;12
7481209;1;1974;17827;17
7481210;1;1969;4208;5
7481211;0;1986;14689;13
7481212;1;1968;6369;7
7481213;1;1975;13400;13
7481214;1;1962;3160;4
7481215;1;1962;2253;3
7481216;1;1972;2253;3
7481217;1;1962;3160;4
7481218;1;1971;8701;9
7517120;0;1967;16560;13
7531868;1;1978;11671;10
7540058;0;1986;86417;65
7541534;0;1966;42401;36
7547102;1;1968;66380;98
7552566;1;1968;6448;6
7567389;1;1967;53533;66
7579829;1;1988;12209;5
7583207;1;1957;19957;18
7620065;1;1971;16043;11
7632043;1;1960;22149;22
7636996;1;1967;7939;8
7674506;0;1976;8816;9
7691402;0;1964;14799;11
7746453;1;1972;12306;9
7802509;0;1945;4305;5
7802511;1;1945;4305;5
7806850;0;1978;8307;5
7807503;0;1972;484;1
7807504;1;2001;484;1
7807505;0;1948;2698;3
7807506;1;1988;2352;2
7807507;0;1961;2352;2
7807508;0;1991;484;1
7807509;0;1951;484;1
7807510;0;1973;2698;3
7807511;0;1987;14512;19
7807512;0;1975;484;1
7807513;1;2001;484;1
7807514;0;1973;2698;3
7807515;0;1989;2698;3
7807516;1;2000;484;1
7807517;1;1999;484;1
7807518;0;2002;2698;3
7807519;0;1967;484;1
7807520;0;1971;484;1
7807521;0;1968;2698;3
7846176;0;1956;5026;11
7856250;0;1968;3712;4
7856251;1;1990;4928;6
7856256;0;1966;11889;16
7856257;1;1966;11715;12
7856259;0;1990;3712;4
7861541;1;1971;8700;8
7884995;1;1977;18814;13
7906250;1;1971;40350;37
7906251;1;1952;42405;44
7909903;1;1976;17673;18
7909904;0;1970;15627;18
7943004;0;1983;12039;12
8002502;1;1968;15707;11
8031698;0;1939;3604;4
8047031;1;1975;20667;34
8107446;0;1962;9218;13
8111571;1;1982;12601;10
8134968;1;1963;5508;5
8134969;0;1963;3598;5
8135983;0;1987;19284;11
8140169;1;1969;9022;10
8157434;1;1968;18149;14
8159238;0;1970;42423;35
8168567;1;1963;17864;27
8174987;0;1963;9582;10
8208970;1;1973;9584;8
8217407;1;1998;4624;6
8228331;0;1960;35115;28
8247865;0;1980;3544;4
8282227;0;1973;18922;15
8291759;1;1962;47228;44
8293201;1;1983;16928;8
8293212;1;1984;18381;8
8336129;1;1941;31995;27
8376134;0;1992;3224;4
8376138;0;1989;7252;9
8386469;0;1952;40135;22
8414703;0;1964;20997;17
8443883;1;1969;32114;33
8454236;1;1979;13958;11
8592604;0;1962;10325;11
8613155;0;1939;9131;8
8616647;1;1964;7730;12
8616648;1;1963;20900;34
8661849;1;1956;30534;22
8722580;1;1962;12786;6
8744745;0;1986;12975;8
8837930;0;1968;23065;13
8877038;1;1951;38046;53
8937171;0;1982;12175;17
8959026;1;1961;21175;10
8975163;0;1968;16906;21
8975668;1;1956;11359;8
9148742;0;1958;13288;13
9166058;1;1960;35906;35
9179684;0;1965;94768;74
9186406;1;1975;34655;26
9327698;0;1978;4746;3
9328661;0;1984;5312;4
9338834;0;1970;17912;13
9343141;1;1965;31701;31
9390679;0;1965;41724;37
9459335;1;1980;19834;16
9459391;1;1983;40696;39
9487478;1;1972;65091;65
9526967;1;1975;10991;10
9526970;0;1978;9775;11
9550753;1;1969;52131;48
9564846;1;1964;8674;4
9564847;0;1970;18696;14
9581646;1;1954;26909;17
9622578;0;1984;10957;9
9666954;1;1965;7080;7
9667901;1;1957;17946;10
9671915;0;1989;14147;10
9684477;1;1971;6001;6
9684478;1;1975;14055;13
9684479;1;1973;4529;4
9684480;1;1982;16432;16
9684481;1;1966;22214;19
9684482;1;1985;9753;10
9684483;1;1980;23559;24
9684484;1;1972;10926;14
9684485;0;1986;4529;4
9684486;1;1949;6001;6
9684487;0;1985;9465;8
9684488;0;1968;36254;29
9684489;1;1982;6001;6
9694142;1;1965;15605;13
9701457;0;1977;22657;21
9721410;0;1982;11602;9
9768005;1;1975;11146;15
9807232;0;1984;86073;68
9840697;0;1967;41531;49
9846855;0;1977;6032;4
9888320;1;1962;22073;19
9932713;1;1955;12823;11
9933049;0;1973;10678;8
9933050;0;1979;16494;13
9939100;0;1940;6918;6
9939101;1;1939;6918;6
9944037;0;1972;62472;57
9957646;1;1985;13354;12
9958957;0;1978;7422;6
9958958;1;1999;6118;6
9958959;0;1972;6118;6
9958960;0;1996;4976;4
9958961;0;2002;7422;6
9958962;1;1998;4976;4
9958963;0;1971;4976;4
9958964;0;1970;7720;6
10004198;1;1952;8466;19
10009175;1;1966;43181;56
10030955;1;1978;11457;9
10072142;0;1960;7527;12
10082116;1;1973;19742;15
10093217;1;1975;42964;38
10121174;0;1979;6291;6
10182088;1;1966;11560;16
10195503;0;1975;96208;91
10198518;1;1972;20941;17
10198524;1;1975;15709;12
10232823;0;1965;8765;6
10232824;1;1963;10797;7
10256222;1;1966;24944;21
10292481;0;1963;18236;31
10293690;0;1969;13702;13
10293802;1;1965;34382;22
10348959;1;1981;16094;12
10353358;0;1975;14161;11
10395988;0;1954;14689;20
10418962;1;1980;48040;62
10428597;0;1971;6174;4
10457188;0;1983;25532;31
10476574;1;1974;11381;14
10494957;0;1976;4515;7
10571402;0;1978;60749;38
10601875;0;1950;7274;5
10630842;1;1960;52317;43
10680716;1;1951;26901;17
10682115;0;1972;9008;9
10705011;0;1955;5590;8
10713063;1;1975;7591;10
10814234;1;1976;12930;12
10873565;1;1964;100049;102
10972832;0;1952;14988;14
11008288;0;1965;39169;29
11051877;0;1985;31918;27
11092717;1;1981;4743;4
11156909;0;1988;7948;8
11171819;1;1978;19784;15
11186305;1;1971;8132;7
11241644;0;2001;9276;5
11247289;1;1974;18321;13
11247290;0;1975;5450;3
11276279;0;1986;13388;16
11285487;0;1985;6488;6
11286810;1;1968;25735;30
11372545;0;1975;15734;15
11416686;1;1972;8739;7
11416696;0;1957;24126;20
11452694;1;1962;17092;19
11453250;1;1974;7178;5
11464020;1;1971;30788;27
11464021;1;1984;7566;8
11499535;0;1989;22518;10
11507734;0;1985;4417;4
11507742;0;1982;4417;4
11595106;1;1974;7516;16
11637731;0;1980;7595;7
11661397;0;1939;8794;7
11661398;1;1940;8794;7
11674697;1;1972;6247;11
11694542;0;1971;6058;7
11699772;1;1974;31885;25
11719751;0;1985;67245;61
11735886;1;1964;3832;4
11735896;1;1973;11142;10
11748680;0;1968;15765;15
11763617;0;1986;14615;16
11764886;1;1979;51325;43
11773216;0;1964;15698;13
11774861;1;1957;14582;10
11791309;0;1975;22661;26
11905491;0;1964;15576;31
11927257;0;1976;3604;4
11928459;0;1988;12664;9
11942417;0;1958;2946;4
12018569;1;1972;7868;8
12045707;1;1968;29890;29
12045708;1;1970;61918;58
12052774;1;1967;2703;3
12066351;0;1982;15918;16
12082201;0;1957;18576;17
12116570;0;1974;6237;5
12125446;0;1973;9982;7
12150470;0;1966;11991;9
12199794;0;1963;12898;10
12206911;1;1957;32675;21
12283634;1;1951;23921;24
12287329;0;1985;5494;7
12287664;1;1968;30955;29
12307302;0;1968;9215;8
12340445;0;1971;7769;7
12349347;1;1974;15765;13
12381387;0;1981;10983;8
12385277;1;1983;29409;16
12407154;0;1981;11870;9
12429391;1;1984;13310;8
12431642;0;1959;10667;9
12504674;0;1986;81286;75
12541462;0;1964;13388;13
12549480;0;1961;5560;6
12650607;0;1971;19432;15
12795430;0;1985;5176;4
12841233;1;1982;11881;6
12859633;1;1965;26995;23
12879503;0;1945;9017;6
12879504;1;1941;9017;6
12981825;1;1962;8208;6
12981826;0;1962;11840;8
12989509;1;1979;8922;6
13049841;0;1978;5069;4
13049842;0;1982;5069;4
13049843;0;1979;12135;8
13049844;0;1976;5069;4
13049845;1;1982;5069;4
13049846;0;1986;6677;6
13049847;0;1967;5069;4
13049848;0;1961;8861;6
13049849;0;1982;6589;7
13049850;1;1958;8861;6
13049851;1;1954;5069;4
13049852;0;1978;5069;4
13049853;0;1985;5069;4
13049854;0;1969;5069;4
13049855;1;1963;14768;12
13049856;1;1969;5069;4
13092203;0;1985;23360;13
13100297;0;1986;2809;3
13110623;0;1955;10368;8
13123408;1;1979;9108;8
13126958;0;1971;12883;8
13170156;1;1967;22817;20
13238419;1;1954;8162;6
13313517;1;1984;5510;5
13320187;1;1977;3706;3
13367752;0;1972;15269;12
13400967;0;1981;9002;10
13400968;0;1981;4996;6
13419984;0;1982;27000;19
13434341;1;1962;30066;24
13454025;1;1966;5644;4
13454026;1;1970;9087;8
13454027;1;1973;5644;4
13454028;1;1959;7961;6
13454029;1;1937;5644;4
13454030;1;1957;5644;4
13454031;1;1962;5644;4
13454033;1;1959;6888;5
13454034;1;1974;5644;4
13454035;0;1970;5644;4
13454036;1;1973;5644;4
13480666;0;1999;9992;15
13503532;1;1967;9355;7
13560189;0;1974;2592;3
13567333;1;1962;36075;28
13622592;0;1968;6021;5
13627521;0;1988;13563;10
13665241;1;1942;4519;5
13668124;0;1969;2400;2
13668125;1;1971;2400;2
13668126;1;1967;5236;4
13668127;0;1973;2400;2
13668128;1;1977;2400;2
13668129;0;1977;2400;2
13668130;0;1962;2400;2
13668131;1;1974;2400;2
13668132;0;1978;2400;2
13668133;0;1974;2400;2
13668134;1;1976;2400;2
13668135;1;1975;2400;2
13668136;1;1976;2400;2
13668137;1;1979;2400;2
13668138;0;1974;2400;2
13669734;0;1954;3047;3
13693435;1;1967;5202;3
13708753;1;1936;6197;4
13715928;0;1939;6197;4
13723654;1;1968;30458;20
13734945;0;1987;31314;24
13758659;1;1979;4198;4
13759016;0;1981;2400;2
13759017;0;1971;2400;2
13759018;1;1964;2400;2
13759019;0;1963;2400;2
13759020;1;1975;3334;3
13759021;1;1962;5204;4
13759022;0;1979;2400;2
13759023;0;1980;5644;4
13759024;0;1985;13290;12
13759025;1;1970;6151;6
13759026;1;1975;2400;2
13759027;1;1979;7352;8
13759028;1;1982;2400;2
13759225;1;1954;3320;4
13759226;1;1958;2352;2
13759227;0;1960;2352;2
13825155;0;1976;4044;5
13844571;1;1936;6197;4
13844572;0;1934;6197;4
13844574;1;1932;6197;4
13844575;0;1938;7717;6
13845463;0;1974;15704;13
13859106;1;1974;42752;29
13894849;1;1965;10623;8
13998320;0;1981;8216;6
14027541;1;1963;23004;14
14063124;0;1977;5486;4
14086887;0;1956;14182;13
14104734;1;1984;7148;7
14167673;0;1966;21761;20
14177325;0;1988;14531;14
14200192;1;1962;7332;9
14219995;0;1971;8654;8
14292366;1;1987;49560;45
14302137;1;1981;8670;7
14319485;1;1988;9444;5
14361130;1;1949;34707;32
14365753;0;1959;15701;11
14370289;1;1979;4510;6
14399895;0;1969;4246;4
14460869;0;1971;9243;5
14460870;1;1969;11141;7
14505928;1;1985;13599;11
14536897;0;1973;1521;1
14536898;0;1959;5365;3
14536899;0;2004;5365;3
14536900;1;1976;5365;3
14536901;1;1959;5365;3
14536902;0;1954;5365;3
14536903;0;1963;5365;3
14536904;1;2002;1521;1
14536905;0;1950;2671;2
14536906;1;1961;7811;5
14536907;1;1973;5365;3
14536908;1;2001;1521;1
14536909;0;1976;1521;1
14536910;0;1951;2302;2
14536911;0;1956;1521;1
14536912;0;1983;11472;10
14536913;0;1957;5365;3
